created_at,entry_id,co2_ppm,ch4_ppm,fecha,tiempo_relativo_min
2025-09-09 10:55:33-05:00,3156,1983.0,825.1705681818182,2025-09-09,0.0
2025-09-09 10:56:03-05:00,3157,1968.0,840.5753863636364,2025-09-09,0.5
2025-09-09 10:56:34-05:00,3158,1716.0,855.9802045454545,2025-09-09,1.0166666666666666
2025-09-09 10:57:03-05:00,3159,1676.0,871.3850227272727,2025-09-09,1.5
2025-09-09 10:57:33-05:00,3160,1669.0,886.7898409090909,2025-09-09,2.0
2025-09-09 10:58:03-05:00,3161,1664.0,902.1946590909091,2025-09-09,2.5
2025-09-09 10:58:33-05:00,3162,1662.0,917.5994772727273,2025-09-09,3.0
2025-09-09 10:59:03-05:00,3163,1671.0,933.0042954545454,2025-09-09,3.5
2025-09-09 10:59:34-05:00,3164,1665.0,948.4091136363636,2025-09-09,4.016666666666667
2025-09-09 11:00:03-05:00,3165,1657.0,963.8139318181818,2025-09-09,4.5
2025-09-09 15:19:43-05:00,3166,982.0,979.21875,2025-09-09,264.1666666666667
2025-09-09 15:20:13-05:00,3167,963.0,954.6095,2025-09-09,264.6666666666667
2025-09-09 15:20:43-05:00,3168,894.0,888.51563,2025-09-09,265.1666666666667
2025-09-09 15:21:13-05:00,3169,992.0,1006.64056,2025-09-09,265.6666666666667
2025-09-09 15:21:43-05:00,3170,1008.0,983.43744,2025-09-09,266.1666666666667
2025-09-09 15:22:13-05:00,3171,997.0,984.84381,2025-09-09,266.6666666666667
2025-09-09 15:22:43-05:00,3172,996.0,996.09369,2025-09-09,267.1666666666667
2025-09-09 15:23:13-05:00,3173,1019.0,1017.18744,2025-09-09,267.6666666666667
2025-09-09 15:23:43-05:00,3174,1081.0,1097.34375,2025-09-09,268.1666666666667
2025-09-09 15:24:14-05:00,3175,1277.0,1296.32813,2025-09-09,268.68333333333334
2025-09-09 15:24:43-05:00,3176,1556.0,1287.1875085294118,2025-09-09,269.1666666666667
2025-09-09 15:25:13-05:00,3177,1985.0,1278.0468870588236,2025-09-09,269.6666666666667
2025-09-09 15:25:43-05:00,3178,2603.0,1268.9062655882353,2025-09-09,270.1666666666667
2025-09-09 15:26:13-05:00,3179,2552.7741935483873,1259.765644117647,2025-09-09,270.6666666666667
2025-09-09 15:26:43-05:00,3180,2502.548387096774,1250.6250226470588,2025-09-09,271.1666666666667
2025-09-09 15:27:13-05:00,3181,2452.3225806451615,1241.4844011764708,2025-09-09,271.6666666666667
2025-09-09 15:27:43-05:00,3182,2402.0967741935483,1232.3437797058825,2025-09-09,272.1666666666667
2025-09-09 15:28:13-05:00,3183,2351.8709677419356,1223.2031582352943,2025-09-09,272.6666666666667
2025-09-09 15:28:43-05:00,3184,2301.6451612903224,1214.062536764706,2025-09-09,273.1666666666667
2025-09-09 15:29:13-05:00,3185,2251.4193548387098,1204.9219152941178,2025-09-09,273.6666666666667
2025-09-09 15:29:43-05:00,3186,2201.1935483870966,1195.7812938235295,2025-09-09,274.1666666666667
2025-09-09 15:30:13-05:00,3187,2150.967741935484,1186.6406723529412,2025-09-09,274.6666666666667
2025-09-09 15:30:43-05:00,3188,2100.741935483871,1177.500050882353,2025-09-09,275.1666666666667
2025-09-09 15:31:15-05:00,3189,2050.516129032258,1168.3594294117647,2025-09-09,275.7
2025-09-09 15:31:43-05:00,3190,2000.2903225806451,1159.2188079411765,2025-09-09,276.1666666666667
2025-09-09 15:32:13-05:00,3191,1950.0645161290322,1150.0781864705882,2025-09-09,276.6666666666667
2025-09-09 15:32:43-05:00,3192,1899.8387096774195,1140.9375650000002,2025-09-09,277.1666666666667
