created_at,entry_id,co2_ppm,ch4_ppm,fecha,tiempo_relativo_min
2025-09-13 10:17:09-05:00,3489,400.0,396.32803,2025-09-13,0.0
2025-09-13 10:17:39-05:00,3490,1025.0,1012.96875,2025-09-13,0.5
2025-09-13 10:18:09-05:00,3491,912.0,899.0625,2025-09-13,1.0
2025-09-13 10:18:40-05:00,3492,907.0,903.98437,2025-09-13,1.5166666666666666
2025-09-13 10:19:09-05:00,3493,930.0,930.0,2025-09-13,2.0
2025-09-13 10:19:40-05:00,3494,943.0,941.25006,2025-09-13,2.5166666666666666
2025-09-13 10:20:09-05:00,3495,942.0,937.03119,2025-09-13,3.0
2025-09-13 10:20:39-05:00,3496,951.0,948.98444,2025-09-13,3.5
2025-09-13 10:21:09-05:00,3497,983.0,984.84381,2025-09-13,4.0
2025-09-13 10:21:40-05:00,3498,1058.0,1063.59363,2025-09-13,4.516666666666667
2025-09-13 10:22:10-05:00,3499,1198.0,1217.57825,2025-09-13,5.016666666666667
2025-09-13 10:22:40-05:00,3500,1402.0,1420.78125,2025-09-13,5.516666666666667
2025-09-13 10:23:09-05:00,3501,1645.0,1416.2664505263158,2025-09-13,6.0
2025-09-13 10:23:39-05:00,3502,1919.0,1411.7516510526316,2025-09-13,6.5
2025-09-13 10:24:10-05:00,3503,2204.0,1407.2368515789474,2025-09-13,7.016666666666667
2025-09-13 10:24:40-05:00,3504,2681.0,1402.7220521052632,2025-09-13,7.516666666666667
2025-09-13 10:25:10-05:00,3505,2788.0,1398.207252631579,2025-09-13,8.016666666666667
2025-09-13 10:25:40-05:00,3506,2897.0,1393.6924531578948,2025-09-13,8.516666666666667
2025-09-13 10:26:10-05:00,3507,2848.40625,1389.1776536842106,2025-09-13,9.016666666666667
2025-09-13 10:26:40-05:00,3508,2799.8125,1384.6628542105263,2025-09-13,9.516666666666667
2025-09-13 10:27:10-05:00,3509,2751.21875,1380.1480547368421,2025-09-13,10.016666666666667
2025-09-13 10:27:40-05:00,3510,2702.625,1375.633255263158,2025-09-13,10.516666666666667
2025-09-13 10:28:10-05:00,3511,2654.03125,1371.1184557894737,2025-09-13,11.016666666666667
2025-09-13 10:28:40-05:00,3512,2605.4375,1366.6036563157895,2025-09-13,11.516666666666667
2025-09-13 10:29:10-05:00,3513,2556.84375,1362.0888568421053,2025-09-13,12.016666666666667
2025-09-13 10:29:40-05:00,3514,2508.25,1357.574057368421,2025-09-13,12.516666666666667
2025-09-13 10:30:11-05:00,3515,2459.65625,1353.059257894737,2025-09-13,13.033333333333333
2025-09-13 10:30:40-05:00,3516,2411.0625,1348.5444584210527,2025-09-13,13.516666666666667
2025-09-13 10:31:11-05:00,3517,2362.46875,1344.0296589473685,2025-09-13,14.033333333333333
2025-09-13 10:31:40-05:00,3518,2313.875,1339.5148594736843,2025-09-13,14.516666666666667
2025-09-13 10:32:10-05:00,3519,2265.28125,1335.0000599999998,2025-09-13,15.016666666666667
2025-09-13 10:32:40-05:00,3520,2216.6875,1330.4852605263156,2025-09-13,15.516666666666667
2025-09-13 10:33:10-05:00,3521,2168.09375,1325.9704610526314,2025-09-13,16.016666666666666
2025-09-13 10:33:41-05:00,3522,2119.5,1321.4556615789472,2025-09-13,16.533333333333335
2025-09-13 10:34:13-05:00,3523,2070.90625,1316.940862105263,2025-09-13,17.066666666666666
2025-09-13 10:34:40-05:00,3524,2022.3125,1312.4260626315788,2025-09-13,17.516666666666666
2025-09-13 10:35:10-05:00,3525,1973.71875,1307.9112631578946,2025-09-13,18.016666666666666
2025-09-13 10:35:40-05:00,3526,1925.125,1303.3964636842104,2025-09-13,18.516666666666666
2025-09-13 10:36:12-05:00,3527,1876.53125,1298.8816642105262,2025-09-13,19.05
2025-09-13 10:36:41-05:00,3528,1827.9375,1294.366864736842,2025-09-13,19.533333333333335
2025-09-13 10:37:40-05:00,3529,1779.34375,1289.8520652631578,2025-09-13,20.516666666666666
2025-09-13 10:38:12-05:00,3530,1730.75,1285.3372657894736,2025-09-13,21.05
2025-09-13 10:38:41-05:00,3531,1682.15625,1280.8224663157894,2025-09-13,21.533333333333335
2025-09-13 10:39:41-05:00,3532,1633.5625,1276.3076668421052,2025-09-13,22.533333333333335
2025-09-13 10:40:12-05:00,3533,1584.96875,1271.792867368421,2025-09-13,23.05
2025-09-13 10:40:41-05:00,3534,1536.375,1267.2780678947368,2025-09-13,23.533333333333335
2025-09-13 10:41:11-05:00,3535,1487.78125,1262.7632684210525,2025-09-13,24.033333333333335
