fecha,pendiente_co2,pendiente_ch4
2025-08-10,,
2025-08-18,32.31008435718615,32.23570326142618
2025-08-19,,
2025-08-20,,
2025-08-22,2.493625102864701,2.683226482327434
2025-08-25,,
2025-09-09,-2.158039316977545,-2.208246681606482
2025-09-11,-12.965544285589608,-13.214604466211142
2025-09-13,-9.06123261196079,-9.12944545190435
2025-09-17,-3.5134174983685247,-3.5658606034464704
